status_id,user_id,status_text,truncated,is_quote,geo,created_at,retweeted_status_id,retweeted_user_id,retweeted_user_screen_name,reply_status_id,reply_user_id,screen_names,is_q,is_bot,avg_fact_score,opinion_community
1.32925E+18,21424216,RT @Scarlett210: @FoxNews 👉👉👉👉#BoycottFoxNews #FoxNewsIsDead They're just trying to get their audience back. Between #Murdoch and #Soros I…,FALSE,TRUE,,11/19/2020 2:10:23,1.32887E+18,21424216,Scarlett210,,,SCARLETT210,FALSE,FALSE,4.71428571,1
1.36387E+18,85724194,"RT @ggreenwald: 😂😂😅  Permit me to observe once again that those who spread deranged conspiracy theories most persistently, shamelessly and…",FALSE,TRUE,,2/22/2021 15:09:12,1.3635E+18,16076032,ggreenwald,,,IRINAMOISES,FALSE,FALSE,4.71428571,1
1.32939E+18,2270459592,RT @TacticalDogLive: 😢Sjaak did not survive surgery. He was shot 3 times. Our condolences to Officer Darby and the La Vergne PD https://t.c…,FALSE,FALSE,,11/19/2020 11:30:38,1.3293E+18,2270459592,TacticalDogLive,,,TACTICALDOGLIVE,TRUE,FALSE,4.71428571,1
1.35302E+18,19241609,RT @littlewisehen: Q-Anon Schamane: „Donald Trump hat mich betrogen“ 🤡  https://t.co/4jHOwOKCGQ,FALSE,FALSE,,1/23/2021 16:33:08,1.35301E+18,55554468,littlewisehen,,,COUNTUP,FALSE,FALSE,4.71428571,0
1.35768E+18,58332426,"RT @YesYoureRacist: If Democrats' message in 2022 is ""Republicans are the party of Q-Anon"" and Republicans' message is ""Democrats said they…",FALSE,FALSE,,2/5/2021 13:25:57,1.35742E+18,858924511,YesYoureRacist,,,HEYDERRICKK,FALSE,FALSE,4.71428571,0
1.3491E+18,2288407855,"RT @svdate: @bresreports Yeah, well. There are now two Q-anon cult members in the House.",FALSE,FALSE,,1/12/2021 20:49:32,1.3491E+18,807975026,svdate,,,RBELICHICK,FALSE,FALSE,4.71428571,0
1.35008E+18,352441927,RT @DerekCressman: Q’Anon shaman is using the ‘Trump told me to’ defense.    This provides great evidence for the Senate trial.   https://t…,FALSE,FALSE,,1/15/2021 13:52:45,1.34991E+18,32671625,DerekCressman,,,KYLESGIBSON,FALSE,FALSE,4.71428571,0
1.35843E+18,8.63319E+17,"RT @WendyMeer11: This 👇👇👇 This is wrong, America and we need to make our voices heard. Why should Reality Winner have to suffer one more da…",FALSE,TRUE,,2/7/2021 15:13:54,1.35843E+18,8.7624E+17,WendyMeer11,,,LUNALOUNATI,FALSE,FALSE,4.71428571,0
1.35735E+18,1.10802E+18,RT @Trump_Detester: Why don’t the Democrats govern as if the GOP doesn’t exist? They have Joe Biden &amp; the majority in both the House &amp; Sena…,FALSE,FALSE,,2/4/2021 15:08:04,1.35732E+18,1.01445E+18,Trump_Detester,,,MCWARTHOG,FALSE,FALSE,4.71428571,0
1.3569E+18,2233963072,"RT @OlgaNYC1211: .@GOPLeader is meeting w Q anon insurrectionist @mtgreenee who supports assassinations of politicians, called school shoot…",FALSE,FALSE,,2/3/2021 9:21:58,1.35676E+18,7.51283E+17,OlgaNYC1211,,,PW_PWD,FALSE,FALSE,4.71428571,0
1.34867E+18,4354414643,"RT @ThePubliusUSA: Rep. Boebert - the newly-elected, Q'Anon believing, Glock touting, Congresswoman from Colorado - must be expelled from C…",FALSE,FALSE,,1/11/2021 16:47:48,1.34863E+18,1.11383E+18,ThePubliusUSA,,,CANDACELHOUSTON,FALSE,FALSE,4.71428571,0
1.34926E+18,2233963072,RT @OlgaNYC1211: This is our Q anon pentagon nut https://t.co/8JMPXJJ0Bd,FALSE,TRUE,,1/13/2021 7:57:21,1.34925E+18,7.51283E+17,OlgaNYC1211,,,PW_PWD,FALSE,FALSE,4.71428571,0
1.33179E+18,2270459592,RT @TacticalDogLive: Hero Dog with Prosthetic Paws that Survived Gunfire to Save Others Given Highest Animal Honor  😀Medal of Valor for Kun…,FALSE,FALSE,,11/26/2020 2:32:18,1.33168E+18,2270459592,TacticalDogLive,,,TACTICALDOGLIVE,TRUE,FALSE,4.71428571,1
1.38059E+18,270588704,"RT @JoJoFromJerz: Matt Gaetz could have a Venmo transaction labeled, “Money I owe you for sex with that teenager we flew to the Bahamas”, a…",FALSE,TRUE,,4/9/2021 18:31:41,1.38059E+18,8.18893E+17,JoJoFromJerz,,,CORYPUGA,FALSE,FALSE,4.71428571,0
1.34452E+18,322356457,RT @travisakers: Understanding #QAnon. Trust the plan. https://t.co/9DEkZBmV8w,FALSE,FALSE,,12/31/2020 5:56:47,1.3443E+18,101005636,travisakers,,,ILANAGAIN,FALSE,FALSE,4.71428571,0
1.36762E+18,7.38091E+17,"RT @sarasidnerCNN: Quiet at the Capitol. No #Qanon no protests but plenty of National Guard, guns, barriers, razor wire and fencing. It’s a…",FALSE,FALSE,,3/4/2021 23:16:46,1.36761E+18,45544324,sarasidnerCNN,,,MZSANTOYOU73,FALSE,FALSE,4.71428571,0
1.34806E+18,48258928,RT @AylingLindsay: These NC residents who participated in Trump's coup attempt will be familiar to anyone who has protested against fascism…,FALSE,TRUE,,1/10/2021 0:10:09,1.34805E+18,613931023,AylingLindsay,,,WYRDHAVENARTS,FALSE,FALSE,4.71428571,0
1.34742E+18,8.78395E+17,"RT @MenshevikM: imagine looking at the Q Anon Viking Shaman and thinking ""this man is my natural ally""",FALSE,TRUE,,1/8/2021 5:54:45,1.34739E+18,1.08826E+18,MenshevikM,,,EGOLDMANREVOLT,FALSE,FALSE,4.71428571,0
1.34719E+18,7.10457E+17,RT @poetryfordonkey: Exactly. Exactly this https://t.co/XHuEAvyuCv,FALSE,TRUE,,1/7/2021 14:29:02,1.34714E+18,3375466684,poetryfordonkey,,,BRASFORT49,FALSE,FALSE,4.71428571,0
1.32802E+18,14369845,"RT @kirkacevedo: Hey @realDonaldTrump  BIDEN WON THE POPULAR VOTE 5,550,000 AND COUNTING.......  #TrumpConceded  #sundayvibes #DeactivateTr…",FALSE,FALSE,,11/15/2020 17:18:15,1.32802E+18,164060400,kirkacevedo,,,DANIEL_MC,FALSE,FALSE,4.71428571,0
1.36761E+18,7.38091E+17,RT @joanwalsh: These wailing wingnuts are such MAGA-babies. From Richard Barnett to the Q-Anon Shaman. What tough guys.,FALSE,FALSE,,3/4/2021 23:16:27,1.36761E+18,1106501,joanwalsh,,,MZSANTOYOU73,FALSE,FALSE,4.71428571,0
1.36802E+18,1449561,"RT @Billeeejo: When the January 6 insurrection is inevitably dramatized, well, whoever gets the costume-designing gig is gonna have a blast…",FALSE,FALSE,,3/6/2021 2:17:16,1.36752E+18,8.71778E+17,Billeeejo,,,FLYSWATTER,FALSE,FALSE,4.71428571,0
1.3473E+18,55586960,"RT @rome869: John Catanzara, known Q Anon supporter? https://t.co/2hjByQYVFX",FALSE,TRUE,,1/7/2021 21:49:58,1.34722E+18,263835297,rome869,,,JENNADONA,FALSE,FALSE,4.71428571,0
1.35272E+18,630804645,"RT @MacFarlaneNews: Another take:   FAA is employing a Q-Anon supporter, per federal prosecutors",FALSE,TRUE,,1/22/2021 20:54:50,1.35272E+18,20280088,MacFarlaneNews,,,ALEXAADAMS12,FALSE,FALSE,4.71428571,0
1.34437E+18,630804645,RT @RexChapman: The Nashville bomber believed in Lizard-people and other Q-Anon crap.   Can we call him a suicide-bombing terrorist yet or…,FALSE,FALSE,,12/30/2020 19:31:19,1.34436E+18,324703658,RexChapman,,,ALEXAADAMS12,FALSE,FALSE,4.71428571,0
1.35715E+18,7.16429E+17,"RT @donlemon: #QAnon Capitol rioter Jacob Chansley should be given organic food while in the DC Jail, a federal judge ordered on Wednesday,…",FALSE,FALSE,,2/4/2021 2:30:01,1.35708E+18,16051471,donlemon,,,DEUTSCH29BLOG,FALSE,FALSE,4.71428571,0
1.34042E+18,14369845,"RT @RepRiggleman: Yes, Mr Tapper. He is  Let’s break it down Barney style:   Conspiracy theorists defraud Americans   Flynn and Powell are…",FALSE,TRUE,,12/19/2020 22:20:41,1.34042E+18,1.0805E+18,RepRiggleman,,,DANIEL_MC,FALSE,FALSE,4.71428571,0
1.36606E+18,21299061,RT @stellaaaa: To all the Q-Anon dimwits: has anyone reported the missing dead babies? How come no one reports the missing babies.,FALSE,FALSE,,2/28/2021 16:32:30,1.36587E+18,16069119,stellaaaa,,,MADAMEBELOVED,FALSE,FALSE,4.71428571,0
1.3509E+18,1.14587E+18,RT @Alla20213: Please donate &amp; retweet!!!,FALSE,TRUE,,1/17/2021 20:09:08,1.3509E+18,1.29718E+18,Alla20213,,,SENECAWOLF2,FALSE,FALSE,4.71428571,0
1.35739E+18,34966678,"RT @TheTNHoller: .@RepMTG is now explaining her descent into Q Anon, saying it was because she was upset and didn’t trust government or the…",FALSE,FALSE,,2/4/2021 17:57:57,1.35739E+18,1.08886E+18,TheTNHoller,,,ELLENFLANNERY,FALSE,FALSE,4.71428571,0
1.39E+18,55586960,"RT @usambovu: Jake Tapper : ""If they're willing to lie about Joe Biden wanting to steal your hamburgers, and Q-Anon, and the Big Lie about…",FALSE,FALSE,,5/5/2021 17:34:00,1.3898E+18,1.24092E+18,usambovu,,,JENNADONA,FALSE,FALSE,4.71428571,0
1.3487E+18,8.36634E+17,RT @krismeloche: Pierre Poilievre &amp; Leslyn Lewis literally tweet Q anon conspiracies but Conservatives don't have a MAGA problem😂,FALSE,FALSE,,1/11/2021 18:39:45,1.3487E+18,339724344,krismeloche,,,CHASINGHARMONY1,FALSE,FALSE,4.71428571,0
1.38048E+18,1335765847,RT @DrJasonJohnson: The parallels between #QAnon and death cults of the past are pretty eerie  https://t.co/I17Tmeq6Ww,FALSE,FALSE,,4/9/2021 11:26:24,1.38048E+18,50669520,DrJasonJohnson,,,IDIOCRACY,FALSE,FALSE,4.71428571,0
1.3517E+18,17797381,RT @cjane87: I have some quibbles with the @jacobinmag’s piece on QAnon for various and sundry reasons but I think this is accurate — QAnon…,FALSE,FALSE,,1/20/2021 1:10:55,1.35169E+18,15195539,cjane87,,,MZBITCA,FALSE,FALSE,4.71428571,0
1.35486E+18,21424216,RT @Christo29932651: The more you know https://t.co/UJwFncjkxF,FALSE,TRUE,,1/28/2021 18:15:42,1.35464E+18,1.15081E+18,Christo29932651,,,SCARLETT210,FALSE,FALSE,4.71428571,1
1.34795E+18,447619225,RT @richardhine: There can be no unity and healing until there has been adequate cult deprogramming and potty training.,FALSE,TRUE,,1/9/2021 17:13:11,1.34795E+18,115563859,richardhine,,,JERSEYJON34,FALSE,FALSE,4.71428571,0
1.33819E+18,7.64862E+17,RT @bohodream76: @Chris4Perkins This whole thread just makes me sad. You can be my neighbor any time. I wish you were my neighbor. I would…,FALSE,FALSE,,12/13/2020 18:43:38,1.33815E+18,3370895579,bohodream76,,,JT_OCHOA,FALSE,FALSE,4.71428571,0
1.35337E+18,7.6593E+17,RT @SweetFnLucifer: Just a friendly fucking reminder that people are letting off Evangelicals waaaaaaaay too fucking easy about this insurr…,FALSE,FALSE,,1/24/2021 15:44:46,1.35334E+18,1157143663,SweetFnLucifer,,,ANAISNINSIANA,FALSE,FALSE,4.71428571,0
1.34921E+18,402238294,"RT @ErinatThePost: New details: Md delegate who tweeted ""Mike Pence is a traitor"" during Capitol attack has written an apologetic email to…",FALSE,FALSE,,1/13/2021 4:14:18,1.34918E+18,89256736,ErinatThePost,,,BIG_DADDYDZ,FALSE,FALSE,4.71428571,0
1.38962E+18,14369845,"RT @jayrosen_nyu: Tapper (at 5:01). ""If they're willing to lie about Joe Biden wanting to steal your hamburgers, and Q-Anon, and the Big Li…",FALSE,FALSE,,5/4/2021 16:33:57,1.38962E+18,14834340,jayrosen_nyu,,,DANIEL_MC,FALSE,FALSE,4.71428571,0
1.35504E+18,33284231,RT @RepRiggleman: Our challenge is to find those that have lost their identity through Q and bring them back with facts. I hope I can help…,FALSE,TRUE,,1/29/2021 6:25:39,1.35492E+18,1.0805E+18,RepRiggleman,,,DMENGERMAN,FALSE,FALSE,4.71428571,0
1.35085E+18,322356457,RT @KT_So_It_Goes: benny likes to pretend he’s a couple class tiers ahead of q-anon but he’s exactly the same thing as the goons who think…,FALSE,TRUE,,1/17/2021 16:51:24,1.35085E+18,386001751,KT_So_It_Goes,,,ILANAGAIN,FALSE,FALSE,4.71428571,0
1.34043E+18,7.16429E+17,"RT @RepRiggleman: Yes, Mr Tapper. He is  Let’s break it down Barney style:   Conspiracy theorists defraud Americans   Flynn and Powell are…",FALSE,TRUE,,12/19/2020 22:34:48,1.34042E+18,1.0805E+18,RepRiggleman,,,DEUTSCH29BLOG,FALSE,FALSE,4.71428571,0
1.36045E+18,85724194,RT @KurtSchlichter: He is a training aid https://t.co/wXgea5PoRK,FALSE,TRUE,,2/13/2021 4:52:19,1.36042E+18,18089606,KurtSchlichter,,,IRINAMOISES,FALSE,FALSE,4.71428571,1
1.34436E+18,1.05298E+18,RT @RexChapman: The Nashville bomber believed in Lizard-people and other Q-Anon crap.   Can we call him a suicide-bombing terrorist yet or…,FALSE,FALSE,,12/30/2020 19:13:45,1.34436E+18,324703658,RexChapman,,,SHERISACHSE,FALSE,FALSE,4.71428571,0
1.3492E+18,402238294,"RT @ElectRyanDorsey: Dan, a “Q-Anon conspiracy theorist”, “will bring bold ideas and principled leadership to Annapolis”. https://t.co/YLIz…",FALSE,FALSE,,1/13/2021 3:25:23,1.34914E+18,3293308542,ElectRyanDorsey,,,BIG_DADDYDZ,FALSE,FALSE,4.71428571,0
1.34877E+18,1230753355,RT @wesleypitts: @CaslerNoel @Jim_Jordan Insane that Q anon is in large part built on the belief that Trump is going to save the world from…,FALSE,FALSE,,1/11/2021 23:29:47,1.34869E+18,75190417,wesleypitts,,,DONOHUEMARTHA,FALSE,FALSE,4.71428571,0
1.35103E+18,9.12505E+17,RT @bad_packet: 👇join me?,FALSE,TRUE,,1/18/2021 4:55:12,1.35102E+18,87708545,bad_packet,,,LOU13234430,FALSE,FALSE,4.71428571,0
1.33029E+18,7.84159E+17,RT @fred_guttenberg: Exactly.  @SenLoeffler and @sendavidperdue have no problem using our religion and in doing so expose their antisemitis…,FALSE,TRUE,,11/21/2020 23:04:10,1.33029E+18,9.67028E+17,fred_guttenberg,,,AUSTINITE50,FALSE,FALSE,4.71428571,0
1.36835E+18,85724194,RT @KurtSchlichter: The only people who talk about Q are liberals.  Blue ANON https://t.co/vEteO7jQfP,FALSE,TRUE,,3/7/2021 0:01:47,1.36834E+18,18089606,KurtSchlichter,,,IRINAMOISES,FALSE,FALSE,4.71428571,1
1.35023E+18,617867023,RT @Freeyourmindkid: I blame ancient aliens for being the gateway to Q-Anon for a lot of these idiots.,FALSE,FALSE,,1/15/2021 23:54:54,1.35023E+18,120995738,Freeyourmindkid,,,LACHAGALA,FALSE,FALSE,4.71428571,0
1.3838E+18,580527428,"RT @ProfMSinha: @GOPLeader Historian here, You long stopped being the party of Lincoln, you are the party of neo Confederates, Nazis, proud…",FALSE,FALSE,,4/18/2021 15:25:36,1.38337E+18,3604985243,ProfMSinha,,,DAVIDLOYSD,FALSE,FALSE,4.71428571,0
1.34872E+18,1230753355,"RT @kejcbsn: @Whiskey_Brain @libre_penseur @Journo_Christal @nataliealund also, that picture of bull horn guy.. he went to a black lives ma…",FALSE,FALSE,,1/11/2021 19:50:17,1.3485E+18,1.12832E+18,kejcbsn,,,DONOHUEMARTHA,FALSE,FALSE,4.71428571,0
1.35774E+18,17797381,RT @janecoaston: The piece is interesting (really!) but 6.8 % of all Americans is larger than the 3.5% of Americans who identify as lesbian…,FALSE,TRUE,,2/5/2021 17:34:28,1.35774E+18,15195539,janecoaston,,,MZBITCA,FALSE,FALSE,4.71428571,0
1.34742E+18,2850714455,RT @waltermasterson: Meet Jacob Chansley aka Jake Angeli. He is the domestic terrorist wanted by the FBI. The right is trying to claim he i…,FALSE,FALSE,,1/8/2021 5:59:39,1.3473E+18,21962767,waltermasterson,,,JKIAMSO,FALSE,FALSE,4.71428571,0
1.34733E+18,9.25006E+17,RT @waltermasterson: Meet Jacob Chansley aka Jake Angeli. He is the domestic terrorist wanted by the FBI. The right is trying to claim he i…,FALSE,FALSE,,1/7/2021 23:41:34,1.3473E+18,21962767,waltermasterson,,,45_RESIGN,FALSE,FALSE,4.71428571,0
1.35991E+18,14188527,RT @RNS: A new survey reports more than a quarter of white evangelical Protestants believe a #QAnon conspiracy theory that purports former…,FALSE,FALSE,,2/11/2021 16:54:05,1.35991E+18,27741349,RNS,,,JACKMJENKINS,FALSE,FALSE,4.71428571,0
1.32804E+18,1.14587E+18,RT @funder: Biden won by a landslide. Have a great Sunday. #TrumpConceded,FALSE,FALSE,,11/15/2020 18:04:33,1.32802E+18,14247236,funder,,,SENECAWOLF2,FALSE,FALSE,4.71428571,0
1.35386E+18,1.14587E+18,RT @AMC_MamaCooley: Done!,FALSE,TRUE,,1/26/2021 0:34:16,1.35382E+18,2264268635,AMC_MamaCooley,,,SENECAWOLF2,FALSE,FALSE,4.71428571,0
1.3523E+18,2233963072,RT @OlgaNYC1211: This isn't the first article or posts by q anon and the rest of the freaks that are showing this. There definitely is conf…,FALSE,FALSE,,1/21/2021 17:01:13,1.35229E+18,7.51283E+17,OlgaNYC1211,,,PW_PWD,FALSE,FALSE,4.71428571,0
1.38437E+18,617867023,"RT @FrankFigliuzzi1: A must read - Report: China, Russia fueling QAnon conspiracy theories #QAnon  https://t.co/tJj9JDet75",FALSE,FALSE,,4/20/2021 5:13:00,1.38416E+18,9.29823E+17,FrankFigliuzzi1,,,LACHAGALA,FALSE,FALSE,4.71428571,0
1.3473E+18,55586960,RT @RexChapman: Unbelievable,FALSE,TRUE,,1/7/2021 21:52:34,1.3473E+18,324703658,RexChapman,,,JENNADONA,FALSE,FALSE,4.71428571,0
1.34979E+18,4192961459,"RT @SHeydemann: Can you imagine exposing your kids, likely in moments of stress, to a Q-anon nut job? https://t.co/NxF38oOnoW",FALSE,TRUE,,1/14/2021 19:00:58,1.34979E+18,348694342,SHeydemann,,,NET2AYURVEDA,FALSE,FALSE,4.71428571,0
1.35121E+18,1230753355,RT @Judson4Congress: Marjorie Taylor Greene - I see you believe in Q Anon.  @RepMTG   Serious question:  Do you believe EVERYTHING you see…,FALSE,FALSE,,1/18/2021 16:59:52,1.35118E+18,1.14972E+18,Judson4Congress,,,DONOHUEMARTHA,FALSE,FALSE,4.71428571,0
1.34294E+18,7.35794E+17,RT @the_resistor: @realDonaldTrump WHY won’t @realDonaldTrump CONDEMN the bombing in Nashville?  He’s got to make sure it’s not one of his…,FALSE,FALSE,,12/26/2020 21:23:18,1.34291E+18,1.22515E+18,the_resistor,,,KXB38272142,FALSE,FALSE,4.71428571,0
1.34847E+18,7.67781E+17,RT @ReallyAmerican1: Q Anon is just the American Taliban. They should all be put on terror watch lists.,FALSE,FALSE,,1/11/2021 3:32:28,1.34846E+18,7.67789E+17,ReallyAmerican1,,,LADYSUSOEFF,FALSE,FALSE,4.71428571,0
1.34847E+18,7.38091E+17,RT @ReallyAmerican1: Q Anon is just the American Taliban. They should all be put on terror watch lists.,FALSE,FALSE,,1/11/2021 3:37:36,1.34846E+18,7.67789E+17,ReallyAmerican1,,,MZSANTOYOU73,FALSE,FALSE,4.71428571,0
1.36068E+18,2548243027,"RT @ReallyAmerican1: The GOP is going all in for murderous Q Anon theorists. 7 dead, including a cop. 89 police injured. What more evidence…",FALSE,FALSE,,2/13/2021 20:09:36,1.36068E+18,7.67789E+17,ReallyAmerican1,,,BLUMTGRLDEBBIE,FALSE,FALSE,4.71428571,0
1.34842E+18,7.67781E+17,RT @ReallyAmerican1: Lin Wood and Q Anon nuts are still threatening more violence and saying January 20th a new nation will be born. The ti…,FALSE,FALSE,,1/11/2021 0:11:31,1.34841E+18,7.67789E+17,ReallyAmerican1,,,LADYSUSOEFF,FALSE,FALSE,4.71428571,0
1.34844E+18,7.38091E+17,RT @ReallyAmerican1: Lin Wood and Q Anon nuts are still threatening more violence and saying January 20th a new nation will be born. The ti…,FALSE,FALSE,,1/11/2021 1:36:11,1.34841E+18,7.67789E+17,ReallyAmerican1,,,MZSANTOYOU73,FALSE,FALSE,4.71428571,0
1.35706E+18,3952728313,RT @SteveSchmidtSES: election. It is that lie that loosed the violence and ended our American tradition of the Peaceful transition of power…,FALSE,FALSE,,2/3/2021 20:22:55,1.35705E+18,7.8631E+17,SteveSchmidtSES,,,MIRRORBALLING,FALSE,FALSE,4.71428571,0
1.3836E+18,17940566,"RT @reedgalen: Dear Everyday, moderate, otherwise decent registered Republicans: This is what you're standing up with now. Lin Wood, #QAnon…",FALSE,TRUE,,4/18/2021 1:57:21,1.38346E+18,1.1207E+18,reedgalen,,,MARIO4000,FALSE,FALSE,4.71428571,0
1.34151E+18,1449561,RT @CaslerNoel: If you thought the Tea Party was bad (they were awful and gave us the likes of Perm Weasel (Rand Paul) &amp; Fat Wolverine (Ted…,FALSE,FALSE,,12/22/2020 22:09:16,1.3414E+18,1.07305E+18,CaslerNoel,,,FLYSWATTER,FALSE,FALSE,4.71428571,0
1.38162E+18,20721455,"RT @CaslerNoel: John Cornyn is a professional troll, as if Ted Cruz, et al. That’s the permanent change Trump instilled in the GOP. They no…",FALSE,FALSE,,4/12/2021 14:39:36,1.3816E+18,1.07305E+18,CaslerNoel,,,AMHECHT,FALSE,FALSE,4.71428571,0
1.36717E+18,1230753355,"RT @CaslerNoel: ‘Cat In The MAGA Hat’  ‘I would not eat tofu or kale, I prefer hamberders and fracking for shale.   ‘I would not eat them i…",FALSE,FALSE,,3/3/2021 17:49:23,1.36715E+18,1.07305E+18,CaslerNoel,,,DONOHUEMARTHA,FALSE,FALSE,4.71428571,0
1.36716E+18,39816556,"RT @CaslerNoel: ‘Cat In The MAGA Hat’  ‘I would not eat tofu or kale, I prefer hamberders and fracking for shale.   ‘I would not eat them i…",FALSE,FALSE,,3/3/2021 16:49:09,1.36715E+18,1.07305E+18,CaslerNoel,,,PGAIL61,FALSE,FALSE,4.71428571,0
1.35106E+18,7.6593E+17,RT @electroboyusa: @littlebit727 @GOP @LindaChocolate2 @kimmyifuplease @wesing4blue @ElizabethEThorp @SallyDeal4 @EarlOfEnough @Maltomash @…,FALSE,FALSE,,1/18/2021 6:40:46,1.35087E+18,366498596,electroboyusa,,,ANAISNINSIANA,FALSE,FALSE,4.71428571,0
1.35275E+18,17027113,RT @electroboyusa: It's not just #MarjorieTaylorGreene &amp; #LaurenBoebert who need to be removed from their elected positions!  Congress is f…,FALSE,FALSE,,1/22/2021 22:56:56,1.35171E+18,366498596,electroboyusa,,,GILLCO,FALSE,FALSE,4.71428571,0
1.35299E+18,32040241,RT @electroboyusa: PLEASE listen to Steve Schmidt and you'll realize why it's SO critical to fight to #StayBlueIn2022   We must remove #Qan…,FALSE,TRUE,,1/23/2021 14:53:44,1.35285E+18,366498596,electroboyusa,,,CATAGER,FALSE,FALSE,4.71428571,0
1.34775E+18,55586960,"RT @JoyAnnReid: If Trump retreats to Parler/Parlor or however it's spelled or 4CHAN or wherever else the lunatic far right plays, to plan f…",FALSE,FALSE,,1/9/2021 3:33:39,1.34774E+18,49698134,JoyAnnReid,,,JENNADONA,FALSE,FALSE,4.71428571,0
